lead_id,credit_score,current_pincode,current_city,age_band,earning_per_month,credit_limit,credit_utilization,total_credit_cards,home_loan_amount,home_loan_balance_amount,total_home_loans,home_emi,total_cars,car_loan_amount,car_loan_balance_amount
lead_22061,715,560098,Bangalore,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_21589,765,560066,Bangalore,40-44,400K-500K,2899000,170884,8,2130656,1272002,1,,1,325000.0,0.0
lead_5626,784,560097,Bangalore,35-39,250K-300K,115000,96935,4,5500000,2989502,2,"4,392/Monthly",1,2108767.0,1640885.0
lead_21316,510,562107,Bangalore,45-49,Less than 30K,150000,93710,3,0,0,0,,0,,
lead_42710,723,560066,Bangalore,35-39,250K-300K,725000,445115,9,0,0,0,,0,,
lead_50219,18,560066,Bangalore,50-54,300K-400K,0,0,0,0,0,0,,0,,
lead_25438,844,562110,Bangalore,45-49,600K and Above,859000,52023,7,33559000,7629216,3,"63,678/Monthly",0,,
lead_25438,855,560066,Bangalore,50-54,600K and Above,4498000,601004,16,46459000,8341273,4,"63,678/Monthly",0,,
lead_16938,808,560048,Bangalore,50-54,300K-400K,0,8598,2,6714327,6035004,1,,1,420000.0,0.0
lead_18703,885,560084,Bangalore,50-54,250K-300K,2724000,541863,10,0,0,0,,2,1000000.0,0.0
lead_19831,510,560026,Bangalore,55-59,40K-50K,0,0,0,0,0,0,,0,,
lead_15836,789,560071,Bangalore,45-49,500K-600K,2496000,647515,8,3230000,1652392,2,,0,,
lead_20061,750,560043,Bangalore,55-59,40K-50K,0,0,0,0,0,0,,0,,
lead_17335,834,560048,Bangalore,40-44,400K-500K,6797000,73159,17,3253251,687309,2,"14,377/Monthly",0,,
lead_17755,653,560053,Bangalore,50-54,60K-70K,0,0,0,0,0,0,,0,,
lead_20015,16,560068,Bangalore,50-54,100K and 150K,500000,75932,2,0,0,0,,0,,
lead_32031,848,560102,Bangalore,50-54,400K-500K,5200000,1244080,8,0,0,0,,1,987000.0,0.0
lead_16697,510,562109,Ramanagar,30-34,Less than 30K,0,0,0,0,0,0,,0,,
lead_3302,879,560024,Bangalore,50-54,300K-400K,600000,149968,4,4075000,359290,2,877/Monthly,0,,
lead_9097,830,560075,Bangalore,45-49,250K-300K,0,31478,3,5148395,2076575,2,"1,719/Monthly",2,794000.0,0.0
lead_9240,855,560098,Bangalore,45-49,600K and Above,2700000,47204,7,7936000,4007981,1,"27,914/Monthly",1,837000.0,0.0
lead_1861,16,560092,Bangalore,45-49,300K-400K,90000,0,1,0,0,0,,0,,
lead_21083,851,560043,Bangalore,45-49,600K and Above,5410000,258683,7,0,0,0,,0,,
lead_53512,855,560102,Bangalore,45-49,600K and Above,1616000,176101,7,10000000,9788868,1,"1,29,398/Monthly",0,,
lead_5946,864,560077,Bangalore,50-54,600K and Above,6292750,142705,9,0,0,0,,2,975000.0,0.0
lead_19031,835,560001,Bangalore,25-29,100K and 150K,634000,171142,10,0,0,0,,1,1440000.0,0.0
lead_21364,786,560001,Bangalore,45-49,150K-200K,965000,466950,9,0,0,0,,3,2701731.0,2295151.0
lead_62390,805,560077,Bangalore,40-44,200K-250K,0,0,0,4970000,4213487,1,"44,951/Monthly",0,,
lead_62390,850,560045,Bangalore,45-49,500K-600K,1111000,789794,6,6785170,5292347,2,"44,951/Monthly",0,,
lead_19573,743,560076,Bangalore,50-54,200K-250K,50000,46075,1,4800000,3082380,1,"41,619/Monthly",1,547000.0,0.0
lead_20500,510,560074,Bangalore,25-29,200K-250K,20000,18875,1,0,0,0,,0,,
lead_58027,869,560102,Bangalore,50-54,300K-400K,3974500,322263,12,0,0,0,,3,4613530.0,0.0
lead_30398,555,560045,Bangalore,50-54,300K-400K,0,0,1,4629113,1839231,1,"1,10,000/Monthly",0,,
lead_19122,730,700023,Kolkata,40-44,300K-400K,1950000,26366,7,0,0,0,,0,,
lead_25933,855,560024,Bangalore,45-49,400K-500K,3208000,213963,10,6500000,51168,1,"51,725/Monthly",3,2670000,1344705
lead_19144,807,600096,Kanchipuram,50-54,40K-50K,240000,55048,3,0,0,0,,1,225000.0,0.0
lead_17208,792,591108,Belagavi,25-29,30K-40K,0,0,0,610000,128702,1,"8,403",0,,
lead_45573,825,560061,Bangalore,35-39,250K-300K,1221750,66873,10,0,0,0,,0,,
lead_45573,849,560061,Bangalore,35-39,250K-300K,1221750,49295,10,0,0,0,,0,,
lead_39254,754,560068,Bangalore,50-54,250K-300K,262000,38110,3,5000000,3811404,1,"47,651/Monthly",1,,
lead_17173,510,577501,Chitradurga,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_19715,535,560047,Bangalore,40-44,80K-100K,20000,0,1,0,0,0,,0,,
lead_19226,675,560036,Bangalore,30-34,150K-200K,842000,637477,3,0,0,0,,1,897998.0,547292.0
lead_20498,510,560076,Bangalore,55-59,100K and 150K,226000,89512,4,0,0,0,,1,270000.0,0.0
lead_18034,720,577520,Chitradurga,35-39,60K-70K,0,0,0,0,0,0,,0,,
lead_40257,735,560060,Bangalore,40-44,250K-300K,0,0,0,6814000,5444615,2,"48,473/Monthly",0,,
lead_17352,739,560096,Bangalore,40-44,40K-50K,0,0,0,0,0,0,,0,,
lead_37760,782,560087,Bangalore,35-39,150K-200K,827000,190436,4,0,0,0,,0,,
lead_17664,761,571403,Mandya,35-39,200K-250K,473000,143294,2,0,0,0,,0,,
lead_58513,858,560037,Bangalore,40-44,300K-400K,2156000,1137,6,0,0,0,,1,700000.0,0.0
lead_19628,659,560091,Bangalore,25-29,40K-50K,40000,-293,1,0,0,0,,0,,
lead_9670,729,583231,Koppal,20-24,Less than 30K,0,0,0,0,0,0,,0,,
lead_15068,802,560075,Bangalore,40-44,200K-250K,618000,54316,6,0,0,0,,2,420000.0,0.0
lead_34478,510,560077,Bangalore,50-54,300K-400K,19000,65931,3,7000000,3923692,1,"70,296/Monthly",1,400000.0,0.0
lead_5683,847,560043,Bangalore,35-39,300K-400K,1311000,13493,4,0,0,0,,1,646000.0,0.0
lead_17253,829,560067,Bangalore,45-49,600K and Above,4028000,775495,9,20000000,8604697,1,"74,503/Monthly",1,600000.0,0.0
lead_16923,635,560032,Bangalore,50-54,50K-60K,0,0,0,0,0,0,,0,,
lead_9271,18,560003,Bangalore,Less than 20,50K-60K,0,0,0,0,0,0,,0,,
lead_30047,805,560024,Bangalore,45-49,250K-300K,821312,101124,3,6288676,3703747,2,,1,302275.0,0.0
lead_16348,510,560025,Bangalore,45-49,30K-40K,0,0,0,0,0,0,,0,,
lead_48453,16,560097,Bangalore,35-39,150K-200K,0,0,0,0,0,0,,0,,
lead_17388,647,583101,Bellary,35-39,60K-70K,0,0,0,0,0,0,,0,,
lead_44509,685,560068,Bangalore,55-59,250K-300K,250000,145615,2,5000000,3750237,1,"83,287/Monthly",2,,
lead_62321,848,560043,Bangalore,40-44,500K-600K,788000,251233,3,6800000,6291916,2,"13,817/Monthly",2,,
lead_18041,806,560048,Bangalore,55-59,40K-50K,0,0,0,0,0,0,,0,,
lead_15047,757,576103,Udupi,Less than 20,70K-80K,0,0,0,0,0,0,,0,,
lead_15505,698,560050,Bangalore,25-29,40K-50K,0,0,0,0,0,0,,0,,
lead_28784,792,560097,Bangalore,35-39,600K and Above,0,0,0,20000000,16000000,1,"1,14,148/Monthly",0,,
lead_9460,18,580020,Dharwad,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_29371,771,560077,Bangalore,40-44,300K-400K,3292000,388056,10,4638723,4098454,3,"28,606/Monthly",2,3531530.0,1540857.0
lead_20434,879,560037,Bangalore,45-49,400K-500K,800000,68650,3,0,0,0,,0,,
lead_15638,739,753012,Cuttack,35-39,100K and 150K,500000,274530,2,0,0,0,,0,,
lead_23134,836,560087,Bangalore,45-49,200K-250K,0,22110,2,0,0,0,,1,389164.0,0.0
lead_16641,704,585104,Kalaburagi,25-29,150K-200K,136000,93664,2,0,0,0,,1,1750000.0,1580668.0
lead_16341,647,530017,Visakhapatnam,45-49,40K-50K,42000,87591,2,0,0,0,,0,,
lead_9241,794,560016,Bangalore,45-49,250K-300K,1125500,396315,6,4197669,3245965,1,"36,315/Monthly",4,1933190.0,445099.0
lead_41528,855,560064,Bangalore,35-39,250K-300K,500000,250569,5,5200000,5024909,1,,1,,
lead_41528,855,560037,Bangalore,35-39,250K-300K,500000,277910,5,5200000,5024909,1,,1,,
lead_62315,838,560070,Bangalore,40-44,500K-600K,2869000,513173,11,4918340,2967063,3,"37,701/Monthly",2,,
lead_8012,726,581110,Haveri,50-54,50K-60K,0,0,0,0,0,0,,0,,
lead_57632,847,560103,Bangalore,40-44,400K-500K,1939000,355,3,0,0,0,,1,340000.0,0.0
lead_16178,18,560040,Bangalore,40-44,50K-60K,0,0,0,0,0,0,,0,,
lead_17143,510,583201,Bellary,35-39,50K-60K,0,0,0,0,0,0,,0,,
lead_15390,845,560087,Bangalore,45-49,200K-250K,715000,27915,6,0,0,0,,0,,
lead_14776,820,560017,Bangalore,45-49,150K-200K,253000,1903,1,3910396,2421431,3,"10,500/Monthly",0,,
lead_2270,869,560045,Bangalore,35-39,300K-400K,1160000,36757,6,0,0,0,,1,629000.0,0.0
lead_19184,743,563101,Kodagu,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_9439,737,583227,Koppal,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_49860,605,560037,Bangalore,40-44,500K-600K,0,0,0,14893519,3306063,2,"84,078/Monthly",1,,
lead_53329,855,560037,Bangalore,40-44,500K-600K,2626000,1097215,11,16253069,14308188,3,,2,,
lead_21253,739,560094,Bangalore,40-44,50K-60K,300000,298800,3,0,0,0,,0,,
lead_15689,18,560084,Bangalore,60 and Above,50K-60K,0,0,0,0,0,0,,0,,
lead_14191,792,560004,Bangalore,35-39,400K-500K,1718000,262469,4,0,0,0,,0,,
lead_19200,18,560004,Bangalore,25-29,30K-40K,0,0,0,0,0,0,,0,,
lead_15449,14,560020,Bangalore,30-34,70K-80K,0,0,2,0,0,0,,0,,
lead_53614,861,562125,Bangalore,45-49,600K and Above,4337000,99559,11,2500000,672597,1,"22,283/Monthly",1,,
lead_16900,18,411019,Pune,45-49,40K-50K,41000,28115,1,0,0,0,,0,,
lead_15852,16,560093,Bangalore,40-44,80K-100K,0,0,0,0,0,0,,0,,
lead_41353,853,560067,Bangalore,40-44,150K-200K,310365,8811,2,0,0,0,,0,,
lead_41353,853,560067,Bangalore,40-44,150K-200K,310365,8811,2,0,0,0,,0,,
lead_18084,815,700059,North 24 Parganas,40-44,100K and 150K,461000,237599,4,0,0,0,,0,,
lead_40057,869,560061,Bangalore,40-44,250K-300K,2013000,21457,7,0,0,0,,1,,
lead_40057,869,560043,Bangalore,40-44,250K-300K,2013000,25096,7,0,0,0,,0,,
lead_49741,868,560066,Bangalore,40-44,600K and Above,1500000,151894,1,0,0,0,,0,,
lead_50171,855,560087,Bangalore,50-54,600K and Above,2729724,594855,9,45839000,39285676,2,"1,26,490/Monthly",1,1029785.0,960488.0
lead_866,846,560043,Bangalore,40-44,250K-300K,2984000,376924,7,2625000,1508371,1,,0,,
lead_17638,845,500015,Hyderabad,45-49,500K-600K,1000000,24575,2,2564758,376497,1,"11,313/Monthly",2,2000000.0,913392.0
lead_16318,745,582211,Gadag,25-29,Less than 30K,114000,41006,3,0,0,0,,0,,
lead_5961,869,560097,Bangalore,50-54,600K and Above,4075000,117008,7,0,0,0,,1,400000.0,0.0
lead_46556,834,560098,Bangalore,35-39,250K-300K,1551000,648242,10,4039568,1019784,2,,1,,
lead_26258,515,560043,Bangalore,35-39,250K-300K,61000,61862,1,5000000,4467249,1,"47,023/Monthly",0,,
lead_15640,782,560046,Bangalore,45-49,200K-250K,659000,361712,4,0,0,0,,3,2215000.0,843285.0
lead_16704,731,560010,Bangalore,25-29,40K-50K,0,0,0,0,0,0,,0,,
lead_8151,769,560037,Bangalore,45-49,300K-400K,24000,-1,1,0,0,0,,1,891000.0,0.0
lead_9174,792,560038,Bangalore,50-54,150K-200K,0,0,0,0,0,0,,0,,
lead_9510,817,560102,Bangalore,45-49,250K-300K,520000,16748,1,1867061,-4102031,1,,0,,
lead_40611,834,560098,Bangalore,35-39,150K-200K,300000,14977,1,2016000,756139,1,"3,922/Monthly",2,,
lead_38119,822,560043,Bangalore,40-44,250K-300K,363000,134824,6,0,0,0,,1,,
lead_30877,869,560045,Bangalore,50-54,300K-400K,2229000,116287,4,831811,0,2,,0,,
lead_16212,673,571442,Chamrajnagar,35-39,70K-80K,30000,29723,1,0,0,0,,0,,
lead_8161,510,563101,Kodagu,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_10165,797,560038,Bangalore,45-49,500K-600K,3562102,1120689,16,7202698,3245841,3,"46,045/Monthly",0,,
lead_10165,781,560045,Bangalore,45-49,500K-600K,3562102,1242228,16,7202698,3094118,3,"46,045/Monthly",0,0,0
lead_23143,18,560047,Bangalore,40-44,70K-80K,0,0,0,0,0,0,,0,,
lead_9452,817,560029,Bangalore,55-59,300K-400K,688000,118,2,0,0,0,,1,500000.0,0.0
lead_9452,794,560029,Bangalore,55-59,300K-400K,688000,118,2,0,0,0,,1,500000.0,0.0
lead_22459,845,560075,Bangalore,45-49,200K-250K,5000000,497714,24,0,0,0,,2,1960000.0,1426775.0
lead_17103,821,560078,Bangalore,50-54,250K-300K,5382500,307516,27,0,0,0,,0,,
lead_14708,812,517113,Chittoor,45-49,300K-400K,942000,269392,3,0,0,0,,0,,
lead_16367,510,560027,Bangalore,25-29,40K-50K,0,0,0,0,0,0,,0,,
lead_18705,16,560037,Bangalore,40-44,50K-60K,0,3695,1,0,0,0,,0,,
lead_18687,543,581320,Uttara Kannada,40-44,100K and 150K,0,0,0,300000,166311,1,0/Monthly,3,1224000.0,89881.0
lead_18495,756,560075,Bangalore,50-54,Less than 30K,0,0,0,0,0,0,,1,280000.0,0.0
lead_20085,598,560032,Bangalore,45-49,60K-70K,132000,0,2,0,0,0,,1,660000.0,0.0
lead_58404,808,560037,Bangalore,40-44,300K-400K,969000,265129,3,1435624,1271451,1,"13,848/Monthly",1,,
lead_16638,779,793018,Na,40-44,100K and 150K,220000,140965,1,0,0,0,,0,,
lead_19296,817,560078,Bangalore,Less than 20,100K and 150K,0,0,0,0,0,0,,0,,
lead_20930,16,560029,Bangalore,35-39,100K and 150K,50000,120456,6,0,0,0,,0,,
lead_37300,814,560043,Bangalore,50-54,150K-200K,337000,0,1,0,0,0,,1,,
lead_37300,814,560043,Bangalore,50-54,150K-200K,337000,0,1,0,0,0,,1,,
lead_15982,735,560013,Bangalore,55-59,70K-80K,0,0,0,0,0,0,,0,,
lead_14737,742,580023,Dharwad,40-44,60K-70K,0,0,0,0,0,0,,0,,
lead_9494,678,585106,Kalaburagi,40-44,250K-300K,0,0,0,0,0,0,,1,475000.0,0.0
lead_15307,510,585103,Kalaburagi,45-49,70K-80K,0,0,0,0,0,0,,0,,
lead_33843,711,600010,Chennai,45-49,50K-60K,100000,46822,1,0,0,0,,0,,
lead_34434,848,560064,Bangalore,40-44,400K-500K,3125000,202574,10,0,0,0,,1,503164.0,0.0
lead_21349,855,560045,Bangalore,40-44,300K-400K,782000,158028,2,0,0,0,,1,600000.0,0.0
lead_62968,805,560066,Bangalore,40-44,400K-500K,0,0,0,0,0,0,,0,,
lead_15655,743,560100,Bangalore,35-39,70K-80K,150000,91534,1,0,0,0,,0,,
lead_17631,673,560003,Bangalore,20-24,100K and 150K,0,0,0,2042000,906554,2,572/Monthly,0,,
lead_15133,855,560061,Bangalore,45-49,250K-300K,790000,195320,4,1800000,1156655,1,"18,742/Monthly",1,929000.0,0.0
lead_18460,808,562149,Bangalore,35-39,250K-300K,1038000,177746,2,2810000,2753333,1,"34,140/Monthly",1,350000.0,0.0
lead_15302,18,590006,Belagavi,40-44,70K-80K,0,0,0,0,0,0,,0,,
lead_21343,675,521137,Krishna,30-34,300K-400K,1254000,862496,6,6600000,6417411,1,"61,091/Monthly",1,930000.0,430337.0
lead_42370,845,560043,Bangalore,40-44,250K-300K,1284000,74771,5,2124565,1883473,1,,1,,
lead_42370,845,560043,Bangalore,40-44,250K-300K,1284000,84574,5,2124565,1883473,1,,1,,
lead_58249,840,560048,Bangalore,50-54,300K-400K,1813000,106852,9,6700000,6501494,1,"4,257/Monthly",1,1251000.0,650630.0
lead_34682,815,560064,Bangalore,40-44,300K-400K,843000,739858,5,6300000,5681458,1,"15,036/Monthly",1,618202.0,376771.0
lead_62314,787,560097,Bangalore,40-44,600K and Above,3384000,459643,9,29400000,25697937,3,"2,01,837/Monthly",2,,
lead_15422,839,560010,Bangalore,50-54,250K-300K,0,0,0,0,0,0,,0,,
lead_53475,771,560087,Bangalore,40-44,500K-600K,0,0,0,5122573,588726,1,"41,987/Monthly",2,,
lead_17526,823,570008,Mysuru,40-44,150K-200K,973000,242448,4,0,0,0,,0,,
lead_20073,765,560056,Bangalore,25-29,100K and 150K,300000,885,3,7500000,4398630,4,"18,916/Monthly",2,550000.0,0.0
lead_15597,16,711201,Howrah,45-49,30K-40K,0,0,0,0,0,0,,0,,
lead_31727,851,560064,Bangalore,,300K-400K,3100000,181428,6,7983000,6236294,2,"49,868/Monthly",1,,
lead_31727,861,560064,Bangalore,40-44,300K-400K,4071000,205851,9,0,0,0,,0,,
lead_18444,839,560001,Bangalore,40-44,250K-300K,1180000,649,2,0,0,0,,0,,
lead_49838,848,560095,Bangalore,35-39,500K-600K,3666000,253537,6,0,0,0,,1,,
lead_15553,763,560013,Bangalore,25-29,70K-80K,0,0,0,0,0,0,,0,,
lead_4042,692,560097,Bangalore,45-49,400K-500K,821000,77949,4,8500000,8276509,1,"72,671/Monthly",2,,
lead_8022,14,560001,Bangalore,45-49,Less than 30K,0,0,0,0,0,0,,1,250000.0,0.0
lead_18339,828,562109,Ramanagar,45-49,150K-200K,0,0,0,0,0,0,,0,,
lead_17699,757,560047,Bangalore,35-39,40K-50K,18000,7753,1,0,0,0,,0,,
lead_9416,802,560048,Bangalore,50-54,600K and Above,1459000,213806,7,30226523,18523607,2,"1,74,380/Monthly",1,1205207.0,0.0
lead_17723,510,560080,Bangalore,Less than 20,100K and 150K,0,0,0,0,0,0,,0,,
lead_33842,793,560023,Bangalore,45-49,30K-40K,80000,8951,2,0,0,0,,0,,
lead_18767,510,560045,Bangalore,25-29,30K-40K,0,0,0,0,0,0,,0,,
lead_33956,732,571457,Chamrajnagar,35-39,60K-70K,0,0,0,0,0,0,,0,,
lead_16009,861,560102,Bangalore,40-44,500K-600K,174000,15158,2,13522321,5983854,2,"51,902/Monthly",2,675000.0,0.0
lead_15862,879,560078,Bangalore,40-44,300K-400K,4839802,300243,17,0,0,0,,1,1471761.0,0.0
lead_14774,757,560040,Bangalore,45-49,150K-200K,635000,103208,5,0,0,0,,0,,
lead_33792,818,560103,Bangalore,30-34,600K and Above,300000,49053,3,12306572,6213097,1,"69,571/Monthly",0,,
lead_18496,826,590016,Belagavi,40-44,150K-200K,1040000,502242,7,0,0,0,,0,,
lead_8075,808,517501,Chittoor,25-29,200K-250K,601800,399,14,0,0,0,,0,,
lead_20247,745,500081,Hyderabad,30-34,30K-40K,170000,87184,3,0,0,0,,0,,
lead_21236,706,560067,Bangalore,45-49,400K-500K,183000,144168,4,7100000,6321432,1,"1,46,353/Monthly",1,399700.0,0.0
lead_16723,857,560098,Bangalore,40-44,200K-250K,300000,3718,2,4338532,-491,1,,1,640000.0,0.0
lead_36541,809,560064,Bangalore,40-44,200K-250K,570000,9224,13,0,0,0,,0,,
lead_22868,818,560056,Bangalore,25-29,100K and 150K,272000,120049,7,0,0,0,,0,,
lead_17692,510,560091,Bangalore,25-29,40K-50K,0,0,0,0,0,0,,0,,
lead_21110,845,560100,Bangalore,45-49,200K-250K,751000,82048,4,0,0,0,,1,526761.0,0.0
lead_20034,18,560085,Bangalore,25-29,100K and 150K,0,0,0,0,0,0,,0,,
lead_62386,855,560048,Bangalore,45-49,500K-600K,4922000,283963,10,7300000,6422548,1,"16,350/Monthly",1,,
lead_21104,786,560068,Bangalore,40-44,40K-50K,0,0,0,0,0,0,,0,,
lead_62408,753,560048,Bangalore,45-49,600K and Above,5033430,2870439,22,28500000,25572341,2,,3,,
lead_16933,812,560033,Bangalore,40-44,100K and 150K,448000,93237,4,0,0,0,,0,,
lead_62834,813,560037,Bangalore,40-44,400K-500K,0,13132,1,7608000,7447076,2,"1,900/Monthly",3,2540000.0,1390071.0
lead_31567,837,560043,Bangalore,35-39,250K-300K,1869500,147487,6,0,0,0,,0,,
lead_17424,820,560076,Bangalore,45-49,150K-200K,769000,-32,3,4587253,2989064,2,"29,246/Monthly",0,,
lead_14786,844,560077,Bangalore,40-44,250K-300K,506000,279685,5,5920342,2389645,1,"90,000/Monthly",1,400000.0,0.0
lead_53373,758,560085,Bangalore,35-39,70K-80K,150000,56764,2,0,0,0,,0,,
lead_53373,862,560026,Bangalore,40-44,600K and Above,3054000,314028,9,9945000,6703769,1,"4,05,45,425",0,,
lead_776,824,560077,Bangalore,45-49,250K-300K,1335000,166841,6,4777000,4632882,2,"30,485/Monthly",1,525000.0,0.0
lead_21142,18,560098,Bangalore,45-49,150K-200K,0,0,0,0,0,0,,0,,
lead_48596,813,560077,Bangalore,30-34,150K-200K,590000,122477,4,0,0,0,,0,,
lead_36635,769,560066,Bangalore,35-39,250K-300K,1305000,412852,9,0,0,0,,0,,
lead_48098,855,560105,Bangalore,40-44,200K-250K,443000,35144,2,5000000,3061432,2,"34,707/Monthly",1,,
lead_3611,818,560064,Bangalore,40-44,300K-400K,0,202164,3,0,0,0,,0,,
lead_15380,730,560095,Bangalore,50-54,300K-400K,0,0,0,7203000,5298539,1,"64,016/Monthly",0,,
lead_28165,861,560045,Bangalore,40-44,300K-400K,1399000,32516,6,12523000,10493471,2,"68,194/Monthly",0,,
lead_27792,844,560043,Bangalore,40-44,300K-400K,0,0,0,0,0,0,,0,,
lead_49752,850,560092,Bangalore,40-44,600K and Above,10396000,768915,16,3476505,3315049,1,"33,064/Monthly",1,,
lead_48051,14,560061,Bangalore,25-29,150K-200K,0,0,0,3170489,2435942,1,,0,,
lead_16057,855,560043,Bangalore,45-49,300K-400K,1600000,56717,3,4900000,2765005,1,"39,997/Monthly",0,,
lead_45851,764,560066,Bangalore,40-44,200K-250K,309000,24529,3,0,0,0,,0,,
lead_8010,885,400097,Mumbai,45-49,600K and Above,3268000,52263,10,0,0,0,,1,976000.0,0.0
lead_53376,875,560068,Bangalore,40-44,600K and Above,1880000,25008,3,0,0,0,,1,,
lead_21523,14,560099,Bangalore,40-44,40K-50K,0,0,0,0,0,0,,1,475000.0,0.0
lead_16387,867,560100,Bangalore,45-49,250K-300K,200000,29213,2,5000000,0,1,,0,,
lead_9507,794,560055,Bangalore,50-54,600K and Above,0,0,0,9415649,7479002,1,"96,497/Monthly",0,,
lead_6560,819,560097,Bangalore,45-49,250K-300K,500000,199,1,0,0,0,,1,620000.0,0.0
lead_1942,838,560045,Bangalore,45-49,500K-600K,2287000,-5821,6,12457108,7370363,2,"92,951/Monthly",0,,
lead_19815,517,591104,Belagavi,40-44,70K-80K,0,0,0,0,0,0,,0,,
lead_2315,845,560043,Bangalore,35-39,300K-400K,1142000,137957,9,6771321,4989595,1,"43,429/Monthly",1,606561.0,0.0
lead_5377,845,560077,Bangalore,40-44,600K and Above,2700000,171851,3,9200000,4619380,2,"63,392/Monthly",1,,
lead_50105,754,560067,Bangalore,35-39,300K-400K,818000,364152,5,10777388,9107610,2,"28,966/Monthly",1,,
lead_50090,846,560103,Bangalore,35-39,400K-500K,3495000,-2630,8,0,0,0,,0,,
lead_17931,868,560016,Bangalore,45-49,150K-200K,492000,0,2,0,0,0,,0,,
lead_50102,833,560048,Bangalore,35-39,300K-400K,700000,240390,4,6519114,2806724,1,"63,958/Monthly",0,,
lead_19216,742,560079,Bangalore,45-49,40K-50K,0,0,0,0,0,0,,0,,
lead_17779,874,560062,Bangalore,40-44,250K-300K,538000,27904,2,1500000,346366,1,"16,860/Monthly",0,,
lead_20624,792,561203,Bangalore,35-39,40K-50K,88000,8703,1,0,0,0,,0,,
lead_16179,676,587201,Bagalkot,40-44,50K-60K,0,0,0,0,0,0,,0,,
lead_21223,763,561203,Bangalore,40-44,80K-100K,35000,0,2,3000000,1574516,2,"43,073/Monthly",1,800000.0,627207.0
lead_6482,845,560097,Bangalore,50-54,300K-400K,2938000,100305,8,0,0,0,,1,,
lead_6482,845,560097,Bangalore,50-54,300K-400K,2938000,106287,8,0,0,0,,1,,
lead_19341,862,560103,Bangalore,50-54,250K-300K,1621000,6630,10,0,0,0,,0,,
lead_58528,769,560103,Bangalore,35-39,400K-500K,1125000,149155,2,9000000,3082528,1,"6,254/Monthly",0,,
lead_17433,685,571302,Mysuru,40-44,40K-50K,0,0,0,0,0,0,,1,220000.0,0.0
lead_4237,858,560045,Bangalore,45-49,400K-500K,4570250,392616,9,0,0,0,,0,,
lead_39799,843,560068,Bangalore,30-34,250K-300K,3495500,30083,11,0,0,0,,1,,
lead_9274,855,560037,Bangalore,40-44,600K and Above,655000,76997,9,18279000,10001006,2,"6,365/Monthly",0,,
lead_58021,861,560103,Bangalore,40-44,600K and Above,1100000,34616,3,14502568,13716301,1,"1,41,541/Monthly",0,,
lead_15501,817,560066,Bangalore,45-49,200K-250K,932000,64981,4,4170361,2052341,1,,0,,
lead_9567,715,560093,Bangalore,50-54,60K-70K,0,0,0,0,0,0,,0,,
lead_20879,17,560084,Bangalore,25-29,60K-70K,0,0,0,0,0,0,,0,,
lead_16987,775,560062,Bangalore,25-29,50K-60K,100000,9269,1,0,0,0,,0,,
lead_15708,850,560043,Bangalore,45-49,600K and Above,4276000,792950,3,0,0,0,,0,,
lead_15490,732,560010,Bangalore,45-49,300K-400K,0,95367,2,0,0,0,,0,,
lead_17219,855,560048,Bangalore,45-49,200K-250K,0,0,0,0,0,0,,0,,
lead_9441,855,560096,Bangalore,40-44,400K-500K,3320000,456087,7,8380000,7131822,2,"10,329/Monthly",2,1942958.0,1126403.0
lead_6057,824,560092,Bangalore,45-49,400K-500K,493000,206654,6,8028708,7800665,1,,0,,
lead_2374,792,562114,Bangalore,40-44,600K and Above,1365000,42464,6,14725000,13049775,2,"5,592/Monthly",1,,
lead_18035,802,560016,Bangalore,40-44,300K-400K,1802000,1019220,4,0,0,0,,1,2104699.0,581915.0
lead_33804,18,575002,Dakshina Kannada,60 and Above,100K and 150K,0,0,0,0,0,0,,1,1166561.0,0.0
lead_21403,869,560066,Bangalore,45-49,250K-300K,718000,32217,7,0,0,0,,1,330000.0,0.0
lead_9223,510,571301,Mysuru,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_44344,850,560066,Bangalore,40-44,200K-250K,900000,384010,5,0,0,0,,0,,
lead_44344,850,560066,Bangalore,40-44,200K-250K,900000,384010,5,0,0,0,,0,,
lead_9279,18,560076,Bangalore,45-49,40K-50K,0,0,0,0,0,0,,0,,
lead_62400,859,560061,Bangalore,45-49,600K and Above,3740000,98073,4,0,0,0,,0,,
lead_5324,510,560043,Bangalore,45-49,300K-400K,406513,299886,7,0,0,0,,3,1300000.0,0.0
lead_19963,722,560026,Bangalore,35-39,50K-60K,0,0,0,0,0,0,,0,,
lead_15826,726,570020,Mysuru,50-54,50K-60K,0,0,0,0,0,0,,0,,
lead_14757,632,577002,Davangere,20-24,40K-50K,0,0,0,0,0,0,,0,,
lead_48075,688,560097,Bangalore,40-44,250K-300K,0,0,0,7968000,4260368,2,"25,232/Monthly",0,,
lead_35574,713,560077,Bangalore,50-54,250K-300K,4047000,1878682,11,0,0,0,,3,,
lead_9556,828,560061,Bangalore,25-29,250K-300K,0,0,0,0,0,0,,0,,
lead_16589,16,560037,Bangalore,45-49,100K and 150K,0,0,0,2500000,2271060,1,,0,,
